CodigoNacional;Fecha;TxPM;FechaHora
330020;31-12-2023;28.7;2023-12-31 16:24
330020;30-12-2023;25.2;2023-12-30 16:31
330020;29-12-2023;31.3;2023-12-29 17:17
330020;28-12-2023;19.4;2023-12-28 17:16
330020;27-12-2023;27.2;2023-12-27 15:07
330020;26-12-2023;28.5;2023-12-26 16:38
330020;25-12-2023;35.7;2023-12-25 17:29
330020;24-12-2023;30.0;2023-12-24 16:47
330020;23-12-2023;32.1;2023-12-23 13:42
330020;22-12-2023;32.7;2023-12-22 16:40
330020;21-12-2023;30.7;2023-12-21 15:30
330020;20-12-2023;30.8;2023-12-20 16:24
330020;19-12-2023;25.0;2023-12-19 15:04
330020;18-12-2023;30.6;2023-12-18 17:11
330020;17-12-2023;26.3;2023-12-17 17:06
330020;16-12-2023;22.1;2023-12-16 15:05
330020;15-12-2023;30.0;2023-12-15 15:37
330020;14-12-2023;27.2;2023-12-14 16:03
330020;13-12-2023;33.0;2023-12-13 16:37
330020;12-12-2023;30.7;2023-12-12 15:54
330020;11-12-2023;27.2;2023-12-11 16:09
330020;10-12-2023;34.8;2023-12-10 13:49
330020;09-12-2023;32.5;2023-12-09 16:54
330020;08-12-2023;29.0;2023-12-08 14:54
330020;07-12-2023;33.2;2023-12-07 16:19
330020;06-12-2023;29.6;2023-12-06 17:08
330020;05-12-2023;23.9;2023-12-05 16:45
330020;04-12-2023;29.1;2023-12-04 14:17
330020;03-12-2023;29.3;2023-12-03 16:00
330020;02-12-2023;26.3;2023-12-02 15:56
330020;01-12-2023;24.4;2023-12-01 17:37
330020;30-11-2023;27.4;2023-11-30 14:46
330020;29-11-2023;29.9;2023-11-29 17:14
330020;28-11-2023;23.0;2023-11-28 17:13
330020;27-11-2023;22.8;2023-11-27 14:37
330020;26-11-2023;26.7;2023-11-26 16:31
330020;25-11-2023;28.0;2023-11-25 15:44
330020;24-11-2023;28.3;2023-11-24 14:42
330020;23-11-2023;32.8;2023-11-23 16:25
330020;22-11-2023;27.8;2023-11-22 16:10
330020;21-11-2023;25.1;2023-11-21 17:18
330020;20-11-2023;27.0;2023-11-20 17:28
330020;19-11-2023;30.2;2023-11-19 15:40
330020;18-11-2023;23.0;2023-11-18 15:01
330020;17-11-2023;17.2;2023-11-17 17:20
330020;16-11-2023;25.1;2023-11-16 15:52
330020;15-11-2023;22.0;2023-11-15 16:03
330020;14-11-2023;23.3;2023-11-14 16:23
330020;13-11-2023;24.0;2023-11-13 16:55
