CodigoNacional;Fecha;TxPM;FechaHora
330020;31-12-2015;31.6;2015-12-31 15:21
330020;30-12-2015;30.9;2015-12-30 16:47
330020;29-12-2015;29.2;2015-12-29 16:15
330020;28-12-2015;33.0;2015-12-28 16:48
330020;27-12-2015;34.3;2015-12-27 16:05
330020;26-12-2015;35.3;2015-12-26 16:29
330020;25-12-2015;33.8;2015-12-25 15:41
330020;24-12-2015;34.4;2015-12-24 16:29
330020;23-12-2015;30.8;2015-12-23 17:33
330020;22-12-2015;28.8;2015-12-22 15:55
330020;21-12-2015;26.2;2015-12-21 14:42
330020;20-12-2015;27.0;2015-12-20 16:02
330020;19-12-2015;25.8;2015-12-19 17:31
330020;17-12-2015;27.4;2015-12-17 16:06
330020;16-12-2015;25.8;2015-12-16 17:31
330020;15-12-2015;32.4;2015-12-15 16:52
330020;14-12-2015;28.8;2015-12-14 18:01
330020;13-12-2015;24.6;2015-12-13 16:52
330020;12-12-2015;26.9;2015-12-12 16:38
330020;11-12-2015;30.9;2015-12-11 14:12
330020;10-12-2015;31.8;2015-12-10 16:01
330020;09-12-2015;30.4;2015-12-09 16:23
330020;08-12-2015;29.4;2015-12-08 16:10
330020;07-12-2015;30.1;2015-12-07 15:15
330020;06-12-2015;29.7;2015-12-06 16:30
330020;05-12-2015;31.3;2015-12-05 15:22
330020;04-12-2015;30.3;2015-12-04 16:39
330020;03-12-2015;29.5;2015-12-03 17:19
330020;02-12-2015;22.5;2015-12-02 17:07
330020;01-12-2015;26.9;2015-12-01 15:28
330020;30-11-2015;28.5;2015-11-30 16:43
330020;29-11-2015;32.4;2015-11-29 16:34
330020;28-11-2015;29.0;2015-11-28 16:54
330020;27-11-2015;27.0;2015-11-27 16:51
330020;26-11-2015;25.4;2015-11-26 15:00
330020;25-11-2015;24.9;2015-11-25 15:38
330020;24-11-2015;23.8;2015-11-24 15:23
330020;23-11-2015;26.3;2015-11-23 16:42
330020;22-11-2015;26.5;2015-11-22 15:50
330020;21-11-2015;25.9;2015-11-21 16:14
330020;20-11-2015;28.6;2015-11-20 15:24
330020;19-11-2015;21.9;2015-11-19 16:04
330020;18-11-2015;20.4;2015-11-18 13:41
330020;17-11-2015;25.3;2015-11-17 16:37
330020;16-11-2015;22.3;2015-11-16 15:34
330020;15-11-2015;27.9;2015-11-15 16:00
330020;14-11-2015;29.6;2015-11-14 14:55
330020;13-11-2015;30.0;2015-11-13 15:57
330020;12-11-2015;25.9;2015-11-12 18:27
330020;11-11-2015;23.0;2015-11-11 16:00
330020;10-11-2015;25.3;2015-11-10 16:03
330020;09-11-2015;23.1;2015-11-09 16:15
330020;08-11-2015;19.5;2015-11-08 14:02
330020;07-11-2015;21.4;2015-11-07 16:22
330020;06-11-2015;26.2;2015-11-06 15:02
330020;05-11-2015;29.0;2015-11-05 17:03
330020;04-11-2015;22.8;2015-11-04 16:50
330020;03-11-2015;21.7;2015-11-03 16:39
330020;02-11-2015;15.1;2015-11-02 18:40
330020;01-11-2015;24.4;2015-11-01 15:23
330020;31-10-2015;25.6;2015-10-31 16:37
330020;30-10-2015;24.5;2015-10-30 16:37
330020;29-10-2015;24.1;2015-10-29 16:28
330020;28-10-2015;21.6;2015-10-28 16:09
330020;27-10-2015;25.6;2015-10-27 14:22
330020;26-10-2015;26.9;2015-10-26 16:31
330020;25-10-2015;23.7;2015-10-25 15:13
330020;24-10-2015;22.1;2015-10-24 16:22
330020;23-10-2015;23.9;2015-10-23 13:48
330020;22-10-2015;25.9;2015-10-22 15:38
330020;21-10-2015;21.6;2015-10-21 16:02
330020;20-10-2015;19.5;2015-10-20 15:15
330020;19-10-2015;15.6;2015-10-19 16:42
330020;18-10-2015;25.4;2015-10-18 17:46
330020;17-10-2015;25.1;2015-10-17 16:20
330020;16-10-2015;14.8;2015-10-16 16:10
330020;15-10-2015;18.6;2015-10-15 16:32
330020;14-10-2015;15.2;2015-10-14 13:42
330020;13-10-2015;22.6;2015-10-13 12:48
330020;12-10-2015;22.5;2015-10-12 13:56
330020;11-10-2015;25.1;2015-10-11 16:25
330020;10-10-2015;22.8;2015-10-10 16:16
330020;09-10-2015;20.2;2015-10-09 16:53
330020;08-10-2015;17.4;2015-10-08 17:38
330020;07-10-2015;17.3;2015-10-07 16:39
330020;06-10-2015;14.6;2015-10-06 14:51
330020;05-10-2015;15.1;2015-10-05 14:22
330020;04-10-2015;15.1;2015-10-04 17:00
330020;03-10-2015;20.4;2015-10-03 13:50
330020;02-10-2015;23.7;2015-10-02 16:42
330020;01-10-2015;18.5;2015-10-01 16:09
330020;30-09-2015;25.3;2015-09-30 14:15
