CodigoNacional;Fecha;TnAM;FechaHora
330020;31-12-2016;12.9;2016-12-31 05:08
330020;30-12-2016;13.6;2016-12-30 06:09
330020;29-12-2016;13.4;2016-12-29 06:06
330020;28-12-2016;12.6;2016-12-28 06:32
330020;27-12-2016;9.2;2016-12-27 06:43
330020;26-12-2016;12.3;2016-12-26 08:49
330020;25-12-2016;11.2;2016-12-25 06:08
330020;24-12-2016;11.1;2016-12-24 05:51
330020;23-12-2016;11.8;2016-12-23 05:57
330020;22-12-2016;13.7;2016-12-22 06:01
330020;21-12-2016;11.5;2016-12-21 05:49
330020;20-12-2016;11.5;2016-12-20 06:47
330020;19-12-2016;13.9;2016-12-19 05:07
330020;18-12-2016;12.3;2016-12-18 06:14
330020;17-12-2016;13.2;2016-12-17 06:15
330020;16-12-2016;13.5;2016-12-16 06:32
330020;15-12-2016;13.4;2016-12-15 06:51
330020;14-12-2016;13.9;2016-12-14 06:06
330020;13-12-2016;13.5;2016-12-13 06:38
330020;12-12-2016;14.4;2016-12-12 06:38
330020;11-12-2016;12.7;2016-12-11 06:00
330020;10-12-2016;10.3;2016-12-10 05:58
330020;09-12-2016;12.6;2016-12-09 05:04
330020;08-12-2016;11.0;2016-12-08 06:27
330020;07-12-2016;10.1;2016-12-07 06:33
330020;06-12-2016;10.4;2016-12-06 06:09
330020;05-12-2016;11.3;2016-12-05 03:53
330020;04-12-2016;13.1;2016-12-04 08:28
330020;03-12-2016;12.6;2016-12-03 06:33
330020;02-12-2016;12.8;2016-12-02 06:13
330020;01-12-2016;12.4;2016-12-01 06:15
330020;30-11-2016;12.6;2016-11-30 06:37
330020;29-11-2016;12.8;2016-11-29 06:38
330020;28-11-2016;9.6;2016-11-28 06:43
330020;27-11-2016;10.4;2016-11-27 06:40
330020;26-11-2016;9.6;2016-11-26 07:08
330020;25-11-2016;11.6;2016-11-25 06:51
330020;24-11-2016;13.7;2016-11-24 06:29
330020;23-11-2016;11.6;2016-11-23 06:04
330020;22-11-2016;10.1;2016-11-22 06:59
330020;21-11-2016;9.8;2016-11-21 06:34
330020;20-11-2016;9.7;2016-11-20 06:13
330020;19-11-2016;12.6;2016-11-19 06:55
330020;18-11-2016;11.8;2016-11-18 06:43
330020;17-11-2016;11.3;2016-11-17 06:50
330020;16-11-2016;12.1;2016-11-16 06:27
330020;15-11-2016;9.6;2016-11-15 06:43
330020;14-11-2016;7.9;2016-11-14 07:05
330020;13-11-2016;11.0;2016-11-13 06:13
330020;12-11-2016;10.0;2016-11-12 06:16
330020;11-11-2016;11.5;2016-11-11 06:02
330020;10-11-2016;11.6;2016-11-10 06:32
330020;09-11-2016;10.9;2016-11-09 06:18
330020;08-11-2016;14.0;2016-11-08 06:00
330020;07-11-2016;13.4;2016-11-07 06:50
330020;06-11-2016;12.1;2016-11-06 06:32
330020;05-11-2016;12.5;2016-11-05 07:01
330020;04-11-2016;13.3;2016-11-04 06:16
330020;03-11-2016;7.8;2016-11-03 06:39
330020;02-11-2016;8.9;2016-11-02 02:21
330020;01-11-2016;6.5;2016-11-01 07:34
330020;31-10-2016;11.8;2016-10-31 06:14
330020;30-10-2016;12.3;2016-10-30 03:15
330020;29-10-2016;15.1;2016-10-29 06:34
330020;28-10-2016;11.6;2016-10-28 06:54
330020;27-10-2016;11.6;2016-10-27 07:09
330020;26-10-2016;8.6;2016-10-26 06:29
330020;25-10-2016;7.4;2016-10-25 07:18
330020;24-10-2016;7.7;2016-10-24 05:08
330020;23-10-2016;8.7;2016-10-23 07:20
330020;22-10-2016;7.8;2016-10-22 07:08
330020;21-10-2016;6.4;2016-10-21 06:49
330020;20-10-2016;5.0;2016-10-20 06:22
330020;19-10-2016;3.3;2016-10-19 07:05
330020;18-10-2016;5.8;2016-10-18 06:44
330020;17-10-2016;8.9;2016-10-17 02:57
330020;16-10-2016;9.8;2016-10-16 05:45
330020;15-10-2016;12.3;2016-10-15 06:03
330020;14-10-2016;10.5;2016-10-14 03:32
330020;13-10-2016;8.6;2016-10-13 07:14
330020;12-10-2016;12.2;2016-10-12 05:45
330020;11-10-2016;11.7;2016-10-11 04:01
330020;10-10-2016;7.2;2016-10-10 05:55
330020;09-10-2016;6.6;2016-10-09 07:14
330020;08-10-2016;9.0;2016-10-08 06:09
330020;07-10-2016;9.0;2016-10-07 07:27
330020;06-10-2016;8.9;2016-10-06 07:06
330020;05-10-2016;7.5;2016-10-05 07:01
330020;04-10-2016;10.4;2016-10-04 07:43
330020;03-10-2016;8.5;2016-10-03 06:09
330020;02-10-2016;6.9;2016-10-02 07:48
330020;01-10-2016;7.4;2016-10-01 07:31
330020;30-09-2016;5.5;2016-09-30 05:52
330020;29-09-2016;9.7;2016-09-29 05:30
330020;28-09-2016;8.9;2016-09-28 07:17
330020;27-09-2016;7.4;2016-09-27 06:58
330020;26-09-2016;6.8;2016-09-26 07:30
330020;25-09-2016;8.8;2016-09-25 06:00
330020;24-09-2016;7.7;2016-09-24 07:22
330020;23-09-2016;10.4;2016-09-23 07:45
330020;22-09-2016;8.9;2016-09-22 07:10
330020;21-09-2016;9.8;2016-09-21 07:20
330020;20-09-2016;8.8;2016-09-20 07:05
330020;19-09-2016;7.6;2016-09-19 07:58
330020;18-09-2016;4.5;2016-09-18 08:04
330020;17-09-2016;8.8;2016-09-17 03:22
330020;16-09-2016;11.8;2016-09-16 03:07
330020;15-09-2016;7.0;2016-09-15 06:40
330020;14-09-2016;5.1;2016-09-14 05:06
330020;13-09-2016;4.0;2016-09-13 05:52
330020;12-09-2016;7.2;2016-09-12 05:52
330020;11-09-2016;10.5;2016-09-11 05:30
330020;10-09-2016;7.3;2016-09-10 08:14
330020;09-09-2016;9.1;2016-09-09 07:17
330020;08-09-2016;6.7;2016-09-08 05:02
330020;07-09-2016;4.4;2016-09-07 07:29
330020;06-09-2016;3.0;2016-09-06 07:27
330020;05-09-2016;2.4;2016-09-05 08:06
330020;04-09-2016;2.4;2016-09-04 08:06
330020;03-09-2016;1.3;2016-09-03 08:00
330020;02-09-2016;0.5;2016-09-02 07:24
330020;01-09-2016;2.4;2016-09-01 08:02
330020;31-08-2016;9.6;2016-08-31 06:43
330020;30-08-2016;5.5;2016-08-30 06:25
330020;29-08-2016;3.9;2016-08-29 07:41
330020;28-08-2016;8.5;2016-08-28 02:59
330020;27-08-2016;7.5;2016-08-27 03:55
330020;26-08-2016;5.5;2016-08-26 06:23
330020;25-08-2016;4.6;2016-08-25 06:53
330020;24-08-2016;9.5;2016-08-24 07:12
330020;23-08-2016;7.9;2016-08-23 02:00
