CodigoNacional;Fecha;TxPM;FechaHora
330020;31-12-2024;32.8;2024-12-31 16:25
330020;30-12-2024;31.5;2024-12-30 17:08
330020;29-12-2024;32.8;2024-12-29 16:41
330020;28-12-2024;30.5;2024-12-28 16:56
330020;27-12-2024;29.3;2024-12-27 16:17
330020;26-12-2024;27.2;2024-12-26 15:00
330020;25-12-2024;30.1;2024-12-25 14:17
330020;24-12-2024;32.1;2024-12-24 15:37
330020;23-12-2024;31.8;2024-12-23 15:10
330020;22-12-2024;35.6;2024-12-22 15:46
330020;21-12-2024;33.6;2024-12-21 16:46
330020;20-12-2024;31.3;2024-12-20 17:38
330020;19-12-2024;33.8;2024-12-19 16:36
330020;18-12-2024;30.7;2024-12-18 16:47
330020;17-12-2024;27.7;2024-12-17 17:41
330020;16-12-2024;30.0;2024-12-16 15:50
330020;15-12-2024;29.3;2024-12-15 14:25
330020;14-12-2024;32.5;2024-12-14 17:00
330020;13-12-2024;31.6;2024-12-13 16:35
330020;12-12-2024;29.0;2024-12-12 16:10
330020;11-12-2024;31.9;2024-12-11 15:03
330020;10-12-2024;30.5;2024-12-10 16:51
330020;09-12-2024;31.0;2024-12-09 16:09
330020;08-12-2024;26.4;2024-12-08 16:44
330020;07-12-2024;28.3;2024-12-07 15:43
330020;06-12-2024;26.9;2024-12-06 17:29
330020;05-12-2024;23.3;2024-12-05 16:28
330020;04-12-2024;26.1;2024-12-04 15:14
330020;03-12-2024;27.6;2024-12-03 15:29
330020;02-12-2024;27.5;2024-12-02 16:45
330020;01-12-2024;25.4;2024-12-01 16:46
330020;30-11-2024;27.8;2024-11-30 15:26
330020;29-11-2024;29.5;2024-11-29 16:00
330020;28-11-2024;27.2;2024-11-28 16:33
330020;27-11-2024;26.1;2024-11-27 16:03
330020;26-11-2024;27.7;2024-11-26 16:20
330020;25-11-2024;28.1;2024-11-25 16:39
330020;24-11-2024;29.6;2024-11-24 16:18
330020;23-11-2024;30.5;2024-11-23 16:43
330020;22-11-2024;28.0;2024-11-22 16:21
330020;21-11-2024;29.3;2024-11-21 14:40
330020;20-11-2024;26.5;2024-11-20 17:49
330020;19-11-2024;26.3;2024-11-19 16:31
330020;18-11-2024;27.9;2024-11-18 15:57
330020;17-11-2024;26.3;2024-11-17 15:48
330020;16-11-2024;18.7;2024-11-16 21:00
330020;15-11-2024;25.7;2024-11-15 16:04
330020;14-11-2024;28.0;2024-11-14 15:52
330020;13-11-2024;29.1;2024-11-13 13:03
330020;12-11-2024;32.2;2024-11-12 16:03
330020;11-11-2024;28.2;2024-11-11 16:23
330020;10-11-2024;24.8;2024-11-10 16:13
330020;09-11-2024;29.6;2024-11-09 16:17
330020;08-11-2024;31.3;2024-11-08 15:39
330020;07-11-2024;26.2;2024-11-07 18:32
330020;06-11-2024;29.3;2024-11-06 17:10
330020;05-11-2024;28.8;2024-11-05 16:50
330020;04-11-2024;25.8;2024-11-04 16:57
330020;03-11-2024;22.2;2024-11-03 14:11
330020;02-11-2024;27.5;2024-11-02 16:03
330020;01-11-2024;21.4;2024-11-01 18:12
330020;31-10-2024;27.5;2024-10-31 15:11
330020;30-10-2024;26.9;2024-10-30 15:45
330020;29-10-2024;24.4;2024-10-29 16:19
330020;28-10-2024;34.3;2024-10-28 14:49
330020;27-10-2024;30.5;2024-10-27 16:01
330020;26-10-2024;32.2;2024-10-26 15:40
330020;25-10-2024;26.4;2024-10-25 17:11
330020;24-10-2024;28.5;2024-10-24 15:41
330020;23-10-2024;20.9;2024-10-23 15:46
330020;22-10-2024;26.2;2024-10-22 13:18
330020;21-10-2024;26.1;2024-10-21 17:16
330020;20-10-2024;20.6;2024-10-20 15:07
330020;19-10-2024;24.3;2024-10-19 11:40
330020;18-10-2024;31.6;2024-10-18 16:01
330020;17-10-2024;29.6;2024-10-17 16:23
330020;16-10-2024;21.7;2024-10-16 12:32
330020;15-10-2024;30.7;2024-10-15 16:17
330020;14-10-2024;24.7;2024-10-14 17:00
330020;13-10-2024;25.0;2024-10-13 15:04
330020;12-10-2024;18.8;2024-10-12 16:07
330020;11-10-2024;18.2;2024-10-11 15:28
330020;10-10-2024;21.1;2024-10-10 13:57
330020;09-10-2024;22.6;2024-10-09 15:40
330020;08-10-2024;14.1;2024-10-08 13:56
330020;07-10-2024;24.8;2024-10-07 13:55
330020;06-10-2024;23.1;2024-10-06 11:39
330020;05-10-2024;28.8;2024-10-05 16:17
330020;04-10-2024;28.2;2024-10-04 14:21
330020;03-10-2024;28.1;2024-10-03 16:26
330020;02-10-2024;22.5;2024-10-02 16:19
330020;01-10-2024;18.8;2024-10-01 15:51
330020;30-09-2024;19.3;2024-09-30 16:18
330020;29-09-2024;19.8;2024-09-29 14:56
330020;28-09-2024;27.1;2024-09-28 16:28
330020;27-09-2024;24.8;2024-09-27 16:38
330020;26-09-2024;28.0;2024-09-26 15:34
330020;25-09-2024;20.8;2024-09-25 17:08
