anio;mes;region;comuna;tipo_clientes;tarifa;clientes_facturados;e1_kwh;e2_kwh;energia_kwh;fecha;temperatura_promedio_c;temperatura_maxima_c;temperatura_minima_c;indice_pobreza_pct;ingreso_promedio;poblacion_urbana_pct
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT4.1;1.0;1415.0;0.0;1415;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT3PPP;55.0;198996.0;0.0;198996;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT3PP;411.0;1635743.0;0.0;1635743;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT4.2;1.0;1915.0;0.0;1915;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;AT2PP;1.0;3127.0;0.0;3127;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;Maipú;Residencial;BT1A;159159.0;31790886.0;3868.0;31794754;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT4.3;283.0;1398075.0;0.0;1398075;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT2PPP;75.0;1029328.0;0.0;1029328;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT3PPP;39.0;2041245.0;0.0;2041245;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT3PP;98.0;1887983.0;0.0;1887983;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT2PPP;9.0;15296.0;0.0;15296;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT4.1;1.0;8180.0;0.0;8180;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;BT2PP;1457.0;1107107.0;0.0;1107107;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT4.3;279.0;27005269.0;0.0;27005269;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT4.2;1.0;188948.0;0.0;188948;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
2015;1;Región Metropolitana de Santiago;María Pinto;Residencial;BT1A;3494.0;706794.0;0.0;706794;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;BT4.3;3.0;51930.0;0.0;51930;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;BT4.2;1.0;380.0;0.0;380;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;Melipilla;No Residencial;AT2PP;9.0;12935.0;0.0;12935;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;14.057971014492754;306305.2302158273;66.52173913043478
2015;1;Región Metropolitana de Santiago;Melipilla;No Residencial;AT3PPP;105.0;545121.0;0.0;545121;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;14.057971014492754;306305.2302158273;66.52173913043478
2015;1;Región Metropolitana de Santiago;Melipilla;No Residencial;AT3PP;26.0;639081.0;0.0;639081;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;14.057971014492754;306305.2302158273;66.52173913043478
2015;1;Región Metropolitana de Santiago;Melipilla;No Residencial;AT2PPP;312.0;345499.0;0.0;345499;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;14.057971014492754;306305.2302158273;66.52173913043478
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;BT3PPP;5.0;11761.0;0.0;11761;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;AT3PPP;23.0;105192.0;0.0;105192;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;AT3PP;2.0;1993.0;0.0;1993;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;AT2PPP;59.0;70098.0;0.0;70098;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;AT4.2;16.0;109165.0;0.0;109165;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;BT3PP;1.0;2029.0;0.0;2029;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;BT2PPP;2.0;15562.0;0.0;15562;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;María Pinto;No Residencial;AT4.3;90.0;4155996.0;0.0;4155996;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.825242718446602;338265.3106060606;49.02912621359224
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;AT4.3;8.0;368630.0;0.0;368630;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;AT3PPP;2.0;19600.0;0.0;19600;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;AT3PP;6.0;153584.0;0.0;153584;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;BT2PP;106.0;49014.0;0.0;49014;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;BT3PPP;19.0;58755.0;0.0;58755;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;BT3PP;54.0;198240.0;0.0;198240;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;BT2PPP;7.0;302378.0;0.0;302378;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Prado;No Residencial;AT2PP;2.0;24120.0;0.0;24120;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;4.593639575971731;280256.10166139243;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;No Residencial;BT3PP;78.0;227423.0;0.0;227423;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;No Residencial;BT2PPP;14.0;23943.0;0.0;23943;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;No Residencial;BT2PP;71.0;43833.0;0.0;43833;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;No Residencial;BT3PPP;8.0;15311.0;0.0;15311;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;Residencial;BT1A;23969.0;5561950.0;27.0;5561977;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;No Residencial;BT4.3;63.0;205476.0;0.0;205476;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Lo Espejo;No Residencial;BT4.1;2.0;2731.0;0.0;2731;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;9.307359307359308;229075.28481012656;100.0
2015;1;Región Metropolitana de Santiago;Macul;No Residencial;BT4.1;2.0;1960.0;0.0;1960;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.301914580265096;474675.2685891544;100.0
2015;1;Región Metropolitana de Santiago;Macul;No Residencial;BT3PPP;73.0;255889.0;0.0;255889;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.301914580265096;474675.2685891544;100.0
2015;1;Región Metropolitana de Santiago;Macul;No Residencial;BT3PP;184.0;783338.0;0.0;783338;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.301914580265096;474675.2685891544;100.0
2015;1;Región Metropolitana de Santiago;Macul;No Residencial;BT4.2;1.0;13280.0;0.0;13280;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;5.301914580265096;474675.2685891544;100.0
2015;1;Región Metropolitana de Santiago;Maipú;No Residencial;AT2PP;8.0;15944.0;0.0;15944;2015-01-01;22.259963768115945;31.41935483870968;13.793548387096775;3.614457831325301;433745.237558548;100.0
